# FLEXIBILITY PARAMETER SCAN
# FBA model ../../ModelFiles/ecFBA/reducedEcYeast_modified_withDamage.mat
# parsimonious solution true
# Boolean model ../../ModelFiles/Boolean/rules.txt, ../../ModelFiles/Boolean/species.txt
# TF layer ../../ModelFiles/Boolean/TFtargets.txt
# basal damage formation f0 = 0.0001
# basal damage repair r0 = 0.0005
objective	flexibility 1	flexibility 2	regulation factor	rls	average generation time	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
NGAM (MAX) + ATPProduction (MIN)	0.05	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.05	0.05	0.02	19	4.8999999999999595	56.50000000000053	12.0	0.020436952665258603	43.50000000000035	7.0	0.13059042428506376	0.0	0.0	NaN	alive
NGAM (MAX)	0.05	0.05	0.04	1	NaN	99.9999999999986	1.0	0.005466765022829656	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.05	0.05	0.04	23	3.190909090909104	41.70000000000032	14.0	0.02245487937486238	33.70000000000021	9.0	0.23982159111084572	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.05	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.05	0.05	0.04	1	NaN	99.9999999999986	1.0	0.005489863966469051	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.05	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.05	0.05	0.04	7	13.933333333333254	69.10000000000035	5.0	0.00724862790848582	30.90000000000017	2.0	0.014096260433045285	0.0	0.0	NaN	alive
NGAM (MAX)	0.1	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.1	0.05	0.0	24	2.5695652173913293	36.00000000000024	15.0	0.023896310720700593	27.40000000000012	9.0	0.25453881147422575	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.1	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.1	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.1	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.1	0.05	0.0	23	3.350000000000004	43.50000000000035	14.0	0.023481300610391012	36.10000000000024	9.0	0.25051528688463637	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.1	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.1	0.05	0.02	24	2.6000000000000254	36.40000000000025	15.0	0.024058301164835063	27.800000000000125	9.0	0.256204980939999	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.1	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.1	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.1	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.1	0.05	0.02	22	4.304761904761864	51.700000000000465	13.0	0.022696767024921856	46.20000000000039	9.0	0.2428051926488328	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.1	0.05	0.04	1	NaN	99.9999999999986	1.0	0.0052935980619842945	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.1	0.05	0.04	24	2.634782608695678	36.80000000000025	15.0	0.024335680765196585	28.400000000000134	9.0	0.25912052151944776	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.1	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.1	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.1	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.1	0.05	0.04	16	6.073333333333273	65.40000000000056	11.0	0.019429691675799606	34.60000000000022	5.0	0.07419810558929685	0.0	0.0	NaN	alive
NGAM (MAX)	0.15	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.15	0.05	0.0	25	2.20000000000002	32.700000000000195	16.0	0.026537073235845428	25.200000000000088	9.0	0.2818210610692412	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.15	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.15	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.15	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.15	0.05	0.0	24	2.830434782608721	39.20000000000029	15.0	0.025877074506768318	31.900000000000183	9.0	0.2751040423122593	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.15	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.15	0.05	0.02	25	2.2250000000000205	33.0000000000002	16.0	0.026817147590669117	26.1000000000001	9.0	0.2846739455078432	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.15	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.15	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.15	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.15	0.05	0.02	23	3.7681818181817985	48.40000000000042	14.0	0.025827984862651112	42.500000000000334	9.0	0.27475853729442545	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.15	0.05	0.04	1	NaN	99.9999999999986	1.0	0.005172633892171034	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.15	0.05	0.04	25	2.258333333333354	33.400000000000205	16.0	0.027036201334311186	26.900000000000112	9.0	0.28692412653677224	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.15	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.15	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.15	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.15	0.05	0.04	17	5.593749999999949	65.50000000000055	12.0	0.02344227224100481	34.50000000000022	5.0	0.0886542012631585	0.0	0.0	NaN	alive
NGAM (MAX)	0.2	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.2	0.05	0.0	25	1.8875000000000155	28.400000000000134	16.0	0.023172587129287044	20.000000000000014	9.0	0.2466745402705228	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.2	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.2	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.2	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.2	0.05	0.0	24	2.404347826086979	33.70000000000021	15.0	0.022395029394959007	25.600000000000094	9.0	0.23879366041307662	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.2	0.05	0.02	1	NaN	99.9999999999986	1.0	0.0056933308251996394	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.2	0.05	0.02	25	1.9083333333333492	28.600000000000136	16.0	0.023399296233973202	20.40000000000002	9.0	0.24906338520366456	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.2	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.2	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.2	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.2	0.05	0.02	23	3.2636363636363726	42.40000000000033	14.0	0.02276859789135963	35.00000000000023	9.0	0.24308698116708766	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.2	0.05	0.04	2	44.80000000000037	99.9999999999986	2.0	0.006470684851487632	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.2	0.05	0.04	25	1.9333333333333496	29.000000000000142	16.0	0.023680234701082107	20.700000000000024	9.0	0.2519816079126666	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.2	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.2	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.2	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.2	0.05	0.04	18	5.14705882352937	59.80000000000058	12.0	0.02148136004364963	40.2000000000003	6.0	0.1056505448857108	0.0	0.0	NaN	alive
NGAM (MAX)	0.25	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.25	0.05	0.0	26	1.6880000000000133	26.70000000000011	17.0	0.026822216514203752	20.900000000000027	9.0	0.28456003613577596	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.25	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.25	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.25	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.25	0.05	0.0	25	2.1333333333333524	31.70000000000018	16.0	0.02572243706317497	25.100000000000087	9.0	0.2732060909621472	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.25	0.05	0.02	1	NaN	99.9999999999986	1.0	0.0055524852500140765	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.25	0.05	0.02	26	1.7040000000000135	26.900000000000112	17.0	0.026944189763699104	21.600000000000037	9.0	0.28579458814808806	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.25	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.25	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.25	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.25	0.05	0.02	24	2.9478260869565402	40.60000000000031	15.0	0.02661121792894067	36.80000000000025	9.0	0.2823807723418395	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.25	0.05	0.04	2	39.40000000000029	99.9999999999986	2.0	0.006233539046271508	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.25	0.05	0.04	26	1.7280000000000137	27.300000000000118	17.0	0.027414902437410966	22.900000000000055	9.0	0.29057336407140066	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.25	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.25	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.25	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.25	0.05	0.04	20	4.847368421052582	55.10000000000051	12.0	0.019811548849179746	44.90000000000037	8.0	0.1646069696788156	0.0	0.0	NaN	alive
NGAM (MAX)	0.3	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.3	0.05	0.0	26	1.4960000000000104	23.90000000000007	17.0	0.024154754351215044	16.599999999999966	9.0	0.2567449665401998	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.3	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.3	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.3	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.3	0.05	0.0	25	1.8791666666666822	28.20000000000013	16.0	0.02302424025947184	20.200000000000017	9.0	0.2450806754271914	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.3	0.05	0.02	1	NaN	99.9999999999986	1.0	0.005440976422863983	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.3	0.05	0.02	26	1.5120000000000107	24.100000000000072	17.0	0.024325163987649504	16.89999999999997	9.0	0.25851841699672473	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.3	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.3	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.3	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.3	0.05	0.02	24	2.626086956521765	36.60000000000025	15.0	0.024073635070270653	29.300000000000146	9.0	0.2562831253128494	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.3	0.05	0.04	2	35.20000000000023	99.9999999999986	2.0	0.006048116843783491	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.3	0.05	0.04	26	1.532000000000011	24.400000000000077	17.0	0.024562745204040427	17.299999999999976	9.0	0.26100255311415943	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.3	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.3	0.05	0.04	1	NaN	99.9999999999986	1.0	0.005224971509517281	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.3	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.3	0.05	0.04	21	4.549999999999955	55.50000000000052	13.0	0.0241526164071684	44.50000000000036	8.0	0.19884072907446343	0.0	0.0	NaN	alive
NGAM (MAX)	0.35	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.35	0.05	0.0	26	1.3480000000000083	23.000000000000057	18.0	0.028566985508269364	12.99999999999997	8.0	0.2333579295328263	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.35	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.35	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.35	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.35	0.05	0.0	26	1.7160000000000135	27.000000000000114	17.0	0.027044999547893862	24.300000000000075	9.0	0.2865662543810194	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.35	0.05	0.02	1	NaN	16.79999999999997	0.0	0.0007916840514917288	0.4	0.0	0.0013224612218414565	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.35	0.05	0.02	26	1.3600000000000085	23.20000000000006	18.0	0.02865385059154358	13.09999999999997	8.0	0.234054737398901	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.35	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.35	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.35	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.35	0.05	0.02	24	2.3695652173913264	33.3000000000002	15.0	0.02196432820609112	25.30000000000009	9.0	0.23425783359400623	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.35	0.05	0.04	3	32.20000000000031	5.1999999999999975	0.0	0.00026175214869589086	0.30000000000000004	1.0	0.0020143100453444895	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.35	0.05	0.04	26	1.3760000000000088	23.400000000000063	18.0	0.029189050176594383	13.499999999999968	8.0	0.23839198815813278	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.35	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.35	0.05	0.04	2	36.50000000000025	99.9999999999986	2.0	0.006105850306591498	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.35	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.35	0.05	0.04	22	4.3095238095237685	51.700000000000465	13.0	0.02254820453430192	47.0000000000004	9.0	0.24121197179802395	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.4	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.4	0.05	0.0	26	1.3080000000000078	25.200000000000088	20.0	0.04792566339369134	9.699999999999982	6.0	0.2311334535835597	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.4	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.4	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.4	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.4	0.05	0.0	26	1.5960000000000119	25.30000000000009	17.0	0.02533476896754373	19.60000000000001	9.0	0.2689808985416456	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.4	0.05	0.02	1	NaN	99.9999999999986	1.0	0.005338115510953705	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.4	0.05	0.02	26	1.3080000000000078	25.200000000000088	20.0	0.04792566339369134	9.799999999999981	6.0	0.23113993698518143	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.4	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.4	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.4	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.4	0.05	0.02	25	2.2041666666666866	32.60000000000019	16.0	0.0263399317648416	29.100000000000144	9.0	0.2793571834466009	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.4	0.05	0.04	3	31.600000000000314	99.9999999999986	3.0	0.007570435750510209	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.4	0.05	0.04	26	1.3160000000000078	23.90000000000007	19.0	0.03684033920651517	11.299999999999976	7.0	0.23117792294858386	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.4	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.4	0.05	0.04	3	27.400000000000254	99.9999999999986	3.0	0.007159523967170919	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.4	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.4	0.05	0.04	22	3.976190476190454	48.10000000000041	13.0	0.021093172779842836	51.90000000000047	9.0	0.22525958671860247	0.0	0.0	NaN	alive
NGAM (MAX)	0.45	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.45	0.05	0.0	26	1.2880000000000076	26.400000000000105	21.0	0.06232846165361288	7.999999999999988	5.0	0.2311259880249101	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.45	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
