# FLEXIBILITY PARAMETER SCAN
# FBA model ../../ModelFiles/ecFBA/reducedEcYeast_modified_withDamage.mat
# parsimonious solution false
# Boolean model ../../ModelFiles/Boolean/rules.txt, ../../ModelFiles/Boolean/species.txt
# TF layer ../../ModelFiles/Boolean/TFtargets.txt
# basal damage formation f0 = 0.0001
# basal damage repair r0 = 0.0005
objective	flexibility 1	flexibility 2	regulation factor	rls	average generation time	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
growth (MAX)	0.05	0.05	0.04	19	1.322222222222226	18.699999999999996	15.0	0.09139518314583395	9.399999999999983	4.0	0.27016701457895365	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.05	0.05	0.04	7	1.4166666666666643	5.299999999999997	4.0	0.07905054573889748	11.199999999999976	3.0	0.2910425838495378	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.05	0.05	0.04	5	1.4749999999999988	2.2000000000000006	2.0	0.08666321570068397	9.799999999999981	3.0	0.2847187471825949	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.05	0.05	0.04	7	1.4166666666666643	4.300000000000001	3.0	0.07950655653413026	7.39999999999999	4.0	0.24983736373849583	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.05	0.05	0.04	8	1.4857142857142827	4.999999999999998	4.0	0.0976293008017032	10.499999999999979	4.0	0.27793146612439107	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.05	0.05	0.04	26	1.3600000000000085	29.100000000000144	22.0	0.08511325574795196	7.799999999999988	4.0	0.24262601600126554	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.1	0.05	0.0	10	1.3444444444444414	7.29999999999999	6.0	0.07951227558797738	8.499999999999986	4.0	0.2637873145875424	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.1	0.05	0.0	4	1.4333333333333336	2.3000000000000007	1.0	0.07825952402902804	8.099999999999987	3.0	0.283155522580027	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.1	0.05	0.0	4	1.5666666666666664	1.8000000000000005	1.0	0.07846224074383035	10.399999999999979	3.0	0.2901474760641268	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.1	0.05	0.0	6	1.4999999999999978	2.400000000000001	2.0	0.08253304245388789	7.899999999999988	4.0	0.23529186724829426	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.1	0.05	0.0	8	1.5428571428571396	5.299999999999997	4.0	0.09411671289112968	9.99999999999998	4.0	0.26801677683882613	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.1	0.05	0.0	26	1.4440000000000097	30.800000000000168	22.0	0.08992228322939165	8.999999999999984	4.0	0.25619904227081114	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.1	0.05	0.02	14	1.330769230769229	12.299999999999972	10.0	0.08486897929502252	8.999999999999984	4.0	0.2654811890629518	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.1	0.05	0.02	4	1.3000000000000007	2.500000000000001	2.0	0.08050170479874841	4.200000000000001	2.0	0.22936919461714814	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.1	0.05	0.02	4	1.5333333333333332	1.9000000000000006	1.0	0.08064181474550826	14.799999999999963	3.0	0.29156965977841637	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.1	0.05	0.02	7	1.4833333333333307	3.800000000000002	3.0	0.08080401904814455	7.899999999999988	4.0	0.23390509588150732	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.1	0.05	0.02	9	1.4874999999999967	6.5999999999999925	5.0	0.08818595551689332	8.799999999999985	4.0	0.25128783558166834	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.1	0.05	0.02	26	1.4440000000000097	30.800000000000168	22.0	0.08992228322939165	8.999999999999984	4.0	0.25619904227081114	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.1	0.05	0.04	18	1.3000000000000025	18.099999999999987	14.0	0.06292736887884853	6.799999999999992	4.0	0.23833736205184305	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.1	0.05	0.04	5	1.2999999999999994	4.6	3.0	0.0810814823254945	3.1000000000000014	2.0	0.22658897216140478	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.1	0.05	0.04	4	1.5999999999999996	1.6000000000000003	1.0	0.08065808029237392	16.09999999999996	3.0	0.2916759152112459	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.1	0.05	0.04	9	1.4999999999999967	6.5999999999999925	5.0	0.08917751625997052	9.299999999999983	4.0	0.2594555282706825	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.1	0.05	0.04	9	1.5374999999999965	6.699999999999992	5.0	0.09608279399673572	10.599999999999978	4.0	0.2735430320171933	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.1	0.05	0.04	26	1.4440000000000097	30.800000000000168	22.0	0.08992228322939165	8.999999999999984	4.0	0.25619904227081114	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.15	0.05	0.0	12	1.327272727272724	10.19999999999998	8.0	0.07984854777418472	7.799999999999988	4.0	0.2594413524452602	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.15	0.05	0.0	4	1.4333333333333336	2.600000000000001	2.0	0.08387803656962728	5.4999999999999964	2.0	0.2548851492771831	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.15	0.05	0.0	3	1.3500000000000005	1.4000000000000001	1.0	0.07963232462576862	4.100000000000001	2.0	0.2279743569775578	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.15	0.05	0.0	7	1.6166666666666636	4.100000000000001	3.0	0.08821364636621297	9.199999999999983	4.0	0.25133779759472	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.15	0.05	0.0	10	1.6333333333333293	8.499999999999986	6.0	0.1016019140257068	13.999999999999966	4.0	0.28883533610313	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.15	0.05	0.0	26	1.5440000000000111	32.60000000000019	22.0	0.09562555194928246	11.099999999999977	4.0	0.27220842805083173	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.15	0.05	0.02	15	1.321428571428571	13.999999999999966	11.0	0.07528055713305086	7.999999999999988	4.0	0.2585168221876489	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.15	0.05	0.02	5	1.5499999999999985	3.800000000000002	2.0	0.07935327064875498	8.699999999999985	3.0	0.28150577209920374	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.15	0.05	0.02	3	1.3500000000000005	1.3	1.0	0.08032436298872693	4.300000000000001	2.0	0.23257679909060636	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.15	0.05	0.02	9	1.6124999999999963	7.099999999999991	5.0	0.09121338449993602	9.99999999999998	4.0	0.26202504547894934	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.15	0.05	0.02	10	1.6111111111111072	8.499999999999986	6.0	0.09701835521715581	11.599999999999975	4.0	0.2761070680477607	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.15	0.05	0.02	26	1.5440000000000111	32.60000000000019	22.0	0.09562555194928246	11.099999999999977	4.0	0.27220842805083173	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.15	0.05	0.04	22	1.3285714285714345	22.40000000000005	17.0	0.048873983768229816	10.09999999999998	5.0	0.2715375143893603	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.15	0.05	0.04	6	1.459999999999998	5.599999999999996	4.0	0.08111007667965107	5.1999999999999975	2.0	0.24954536549992493	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.15	0.05	0.04	4	1.666666666666666	1.9000000000000006	1.0	0.08029363855943551	10.399999999999979	3.0	0.28683819745932393	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.15	0.05	0.04	9	1.6124999999999963	7.099999999999991	5.0	0.09099182253788628	10.09999999999998	4.0	0.26360090494681	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.15	0.05	0.04	10	1.6555555555555515	8.499999999999986	6.0	0.10184018257066751	14.199999999999966	4.0	0.28950160739175396	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.15	0.05	0.04	26	1.5440000000000111	32.60000000000019	22.0	0.09562555194928246	11.099999999999977	4.0	0.27220842805083173	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.2	0.05	0.0	11	1.329999999999997	8.699999999999985	7.0	0.07732875845025908	8.199999999999987	4.0	0.26089086578485543	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.2	0.05	0.0	4	1.5666666666666664	2.700000000000001	2.0	0.08977912306901924	5.999999999999995	2.0	0.2525465568573618	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.2	0.05	0.0	4	1.6333333333333329	2.700000000000001	2.0	0.10504009966938427	6.799999999999992	2.0	0.2632630929511852	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.2	0.05	0.0	6	1.699999999999997	2.700000000000001	2.0	0.0843564271429223	9.199999999999983	4.0	0.2403984279966263	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.2	0.05	0.0	10	1.6555555555555515	10.599999999999978	7.0	0.12194934054379702	9.299999999999983	3.0	0.2671114598441861	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.2	0.05	0.0	26	1.6520000000000126	33.3000000000002	21.0	0.07717707759393923	15.399999999999961	5.0	0.2852544352318955	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.2	0.05	0.02	16	1.340000000000001	14.799999999999963	11.0	0.06829408166584777	10.09999999999998	5.0	0.2746467851558798	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.2	0.05	0.02	4	1.5	3.0000000000000013	2.0	0.08156792347922592	5.1999999999999975	2.0	0.24632093817590542	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.2	0.05	0.02	4	1.666666666666666	2.500000000000001	1.0	0.07943842566366582	8.099999999999987	3.0	0.2737408445387496	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.2	0.05	0.02	7	1.849999999999996	3.600000000000002	2.0	0.07715891140271622	15.399999999999961	5.0	0.28761210564761935	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.2	0.05	0.02	9	1.687499999999996	9.099999999999984	6.0	0.12067468813757179	9.099999999999984	3.0	0.2643481806696506	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.2	0.05	0.02	26	1.6520000000000126	33.3000000000002	21.0	0.07717707759393923	15.399999999999961	5.0	0.2852544352318955	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.2	0.05	0.04	22	1.3571428571428636	20.000000000000014	16.0	0.019762107877384097	14.499999999999964	6.0	0.2881181459157858	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.2	0.05	0.04	5	1.674999999999998	4.000000000000002	2.0	0.07958919243015586	7.699999999999989	3.0	0.2690577260690476	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.2	0.05	0.04	4	1.799999999999999	1.8000000000000005	1.0	0.08003722976536788	9.89999999999998	3.0	0.2790801054411687	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.2	0.05	0.04	7	1.7333333333333298	4.300000000000001	3.0	0.08862828675349604	10.29999999999998	4.0	0.2573259050357554	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.2	0.05	0.04	9	1.662499999999996	9.099999999999984	6.0	0.11004838759500259	7.499999999999989	3.0	0.24126160810448732	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.2	0.05	0.04	26	1.6520000000000126	33.3000000000002	21.0	0.07717707759393923	15.399999999999961	5.0	0.2852544352318955	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.25	0.05	0.0	12	1.3727272727272692	9.799999999999981	8.0	0.10282530866768047	18.099999999999987	4.0	0.29179567123382355	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.25	0.05	0.0	5	1.674999999999998	4.699999999999999	3.0	0.0836798117136287	5.799999999999995	2.0	0.24522948280253032	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.25	0.05	0.0	4	1.799999999999999	2.400000000000001	1.0	0.0786992376841633	6.8999999999999915	3.0	0.2481368389701069	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.25	0.05	0.0	6	1.8199999999999967	3.0000000000000013	2.0	0.08263815334218824	9.499999999999982	4.0	0.2355011253257821	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.25	0.05	0.0	8	1.6999999999999962	7.799999999999988	5.0	0.1163419560429916	8.299999999999986	3.0	0.2549455054159547	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.25	0.05	0.0	25	1.7250000000000132	35.30000000000023	21.0	0.08304152747192453	9.599999999999982	4.0	0.23663843546696361	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.25	0.05	0.02	15	1.3357142857142854	13.599999999999968	11.0	0.0712703875972195	9.099999999999984	4.0	0.265233744187233	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.25	0.05	0.02	6	1.8599999999999965	5.299999999999997	3.0	0.0795600456007905	10.999999999999977	3.0	0.2808277009517389	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.25	0.05	0.02	5	1.7249999999999979	4.300000000000001	2.0	0.07853926912398149	5.899999999999995	3.0	0.2320301967323119	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.25	0.05	0.02	6	1.8199999999999967	3.0000000000000013	2.0	0.08252014281028955	9.599999999999982	4.0	0.23791383327557777	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.25	0.05	0.02	12	1.800000000000001	14.699999999999964	9.0	0.13254618598401915	14.099999999999966	3.0	0.28973164082584263	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.25	0.05	0.02	25	1.7250000000000132	35.30000000000023	21.0	0.08304152747192453	9.599999999999982	4.0	0.23663843546696361	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.25	0.05	0.04	13	1.4249999999999978	8.599999999999985	7.0	0.013294704921903688	13.899999999999967	6.0	0.2786575437092272	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.25	0.05	0.04	7	1.6999999999999966	8.099999999999987	5.0	0.09639688330886109	5.799999999999995	2.0	0.24191541224679056	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.25	0.05	0.04	4	1.7333333333333325	3.0000000000000013	2.0	0.10379813067638344	6.499999999999993	2.0	0.2538380815475116	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.25	0.05	0.04	6	1.8199999999999967	3.0000000000000013	2.0	0.08123916261503805	9.599999999999982	4.0	0.23717800383612547	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.25	0.05	0.04	10	1.7888888888888843	11.399999999999975	7.0	0.1191143781883009	9.399999999999983	3.0	0.26091750783314294	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.25	0.05	0.04	25	1.7250000000000132	35.30000000000023	21.0	0.08304152747192453	9.599999999999982	4.0	0.23663843546696361	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.3	0.05	0.0	10	1.3222222222222193	7.799999999999988	6.0	0.07750661926930653	7.39999999999999	4.0	0.2538153361589629	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.3	0.05	0.0	7	2.016666666666662	6.799999999999992	4.0	0.09298247381622791	12.399999999999972	3.0	0.2791951572671494	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.3	0.05	0.0	6	2.1399999999999957	4.000000000000002	2.0	0.07916552648713504	21.00000000000003	4.0	0.29130357223242687	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.3	0.05	0.0	7	2.116666666666662	3.4000000000000017	2.0	0.07753162037408004	18.099999999999987	5.0	0.28632765215873873	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.3	0.05	0.0	9	1.7499999999999958	11.799999999999974	7.0	0.14604874829942627	5.799999999999995	2.0	0.24635231979483624	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.3	0.05	0.0	25	1.8625000000000151	37.80000000000027	21.0	0.08829485956111056	11.299999999999976	4.0	0.2514334055320357	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.3	0.05	0.02	14	1.3153846153846134	12.89999999999997	10.0	0.06210559577933606	7.29999999999999	4.0	0.24484022443297038	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.3	0.05	0.02	8	1.8857142857142812	8.999999999999984	5.0	0.07946581314240991	8.299999999999986	3.0	0.2466545276522101	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.3	0.05	0.02	5	1.9249999999999972	3.3000000000000016	2.0	0.08414590586877757	8.099999999999987	3.0	0.2380922164361357	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.3	0.05	0.02	7	1.9333333333333291	4.999999999999998	3.0	0.08271466566676144	10.399999999999979	4.0	0.23839415460556562	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.3	0.05	0.02	10	1.8777777777777744	11.899999999999974	7.0	0.12970523295818964	13.09999999999997	3.0	0.2836512212413635	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.3	0.05	0.02	25	1.8625000000000151	37.80000000000027	21.0	0.08829485956111056	11.299999999999976	4.0	0.2514334055320357	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.3	0.05	0.04	7	1.6166666666666636	1.0999999999999999	1.0	0.016501250128049077	14.299999999999965	6.0	0.27689041740737774	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.3	0.05	0.04	7	1.9166666666666625	7.799999999999988	4.0	0.07899853954131902	8.899999999999984	3.0	0.26376620046413807	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.3	0.05	0.04	5	2.0749999999999966	3.700000000000002	2.0	0.080583587346457	12.499999999999972	3.0	0.2832206080571373	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.3	0.05	0.04	6	1.9199999999999964	3.3000000000000016	2.0	0.07773207450162058	9.799999999999981	4.0	0.22729085963634765	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.3	0.05	0.04	10	1.8888888888888857	11.999999999999973	7.0	0.118794701897388	9.99999999999998	3.0	0.26016902748157716	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.3	0.05	0.04	25	1.8625000000000151	37.80000000000027	21.0	0.08829485956111056	11.299999999999976	4.0	0.2514334055320357	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.35	0.05	0.0	10	1.3333333333333304	7.699999999999989	6.0	0.0778728829389027	7.599999999999989	4.0	0.25633817840364137	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.35	0.05	0.0	7	2.099999999999995	7.499999999999989	4.0	0.1000645018435031	10.19999999999998	3.0	0.25615519194472586	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.35	0.05	0.0	11	2.0000000000000013	16.399999999999963	8.0	0.08040939920707356	7.899999999999988	3.0	0.24459701014143193	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.35	0.05	0.0	7	2.2166666666666615	5.4999999999999964	3.0	0.09423981231523161	13.899999999999967	4.0	0.2680665753060627	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.35	0.05	0.0	10	1.8333333333333295	14.299999999999965	8.0	0.14637004184934868	5.999999999999995	2.0	0.24687575343629756	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.35	0.05	0.0	25	2.0250000000000177	40.80000000000031	21.0	0.09483567527194602	14.199999999999966	4.0	0.2697236721223151	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.35	0.05	0.02	16	1.3466666666666678	14.699999999999964	11.0	0.05918000338001258	10.29999999999998	5.0	0.27251210538378307	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.35	0.05	0.02	9	2.1374999999999966	9.599999999999982	5.0	0.07883529372658893	14.099999999999966	4.0	0.2718424525154145	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.35	0.05	0.02	12	2.04545454545455	17.59999999999998	9.0	0.07824194949463394	11.499999999999975	3.0	0.2712257215244282	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.35	0.05	0.02	7	2.2166666666666615	5.4999999999999964	3.0	0.09499857426913201	14.299999999999965	4.0	0.27044002800284783	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.35	0.05	0.02	10	1.899999999999997	14.599999999999964	8.0	0.15445818316320606	7.899999999999988	2.0	0.26031771639474716	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.35	0.05	0.02	25	2.0250000000000177	40.80000000000031	21.0	0.09483567527194602	14.199999999999966	4.0	0.2697236721223151	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.35	0.05	0.04	6	1.7999999999999967	2.600000000000001	2.0	0.07922785239435774	12.99999999999997	4.0	0.2849625873998066	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.35	0.05	0.04	9	2.0749999999999957	11.399999999999975	6.0	0.09180943571683306	10.499999999999979	3.0	0.2597366436828873	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.35	0.05	0.04	17	2.043750000000012	27.000000000000114	14.0	0.08784598609108517	14.899999999999963	3.0	0.2857419029090825	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.35	0.05	0.04	7	2.2666666666666613	5.4999999999999964	3.0	0.09752582642742731	15.99999999999996	4.0	0.28030078934436575	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.35	0.05	0.04	11	1.980000000000001	14.699999999999964	8.0	0.11610843712527504	10.09999999999998	3.0	0.25429744014333266	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.35	0.05	0.04	25	2.0250000000000177	40.80000000000031	21.0	0.09483567527194602	14.199999999999966	4.0	0.2697236721223151	0.0	0.0	NaN	dead (regular)
growth (MAX)	0.4	0.05	0.0	12	1.327272727272724	9.99999999999998	8.0	0.07818391303206634	8.199999999999987	4.0	0.2612743386474362	0.0	0.0	NaN	dead (regular)
growth (MAX) + glucoseUptake (MIN)	0.4	0.05	0.0	7	2.2166666666666615	8.199999999999987	4.0	0.0777983335176552	9.599999999999982	3.0	0.24088884196915725	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MIN)	0.4	0.05	0.0	19	2.1944444444444606	33.60000000000021	16.0	0.09484428165720139	13.09999999999997	3.0	0.27200280672464244	0.0	0.0	NaN	dead (regular)
growth (MAX) + ATPProduction (MAX)	0.4	0.05	0.0	7	2.316666666666661	5.999999999999995	3.0	0.08717870885324915	12.79999999999997	4.0	0.2481742729094455	0.0	0.0	NaN	dead (regular)
growth (MAX) + NADHProduction (MIN)	0.4	0.05	0.0	10	1.9222222222222196	17.399999999999977	9.0	0.1846416673966237	3.2000000000000015	1.0	0.2397649205736614	0.0	0.0	NaN	dead (regular)
growth (MAX) + NGAM (MAX)	0.4	0.05	0.0	25	2.2250000000000205	42.20000000000033	20.0	0.07896044001474825	25.000000000000085	5.0	0.29088357054932246	0.0	0.0	NaN	dead (regular)
